1	-1397.534
2	23245.75
3	1116116
4	181164.5
5	-996.7731
6	-899.9988
7	-797.4983
8	-691.5221
9	-599.0594
10	-499.0636
11	-399.7083
12	-297.9883
13	-196.4516
14	-99.21282
15	117.8144
16	204.3826
17	308.5668
18	407.6667
19	500.1421
20	600.0194
21	918.9835
22	865.5707
23	1150.765
24	1074.374
25	1173.856
26	1261.403
27	1655.366
28	1458.961
