1	-1400
2	-1253.495
3	-1005.128
4	-1096.269
5	-999.99
6	-900
7	-798.1647
8	-699.9502
9	-599.9269
10	-499.8527
11	-392.9514
12	-298.9142
13	-196.6559
14	-63.93472
15	112.9297
16	207.4706
17	304.4148
18	404.437
19	500.0197
20	600.0194
21	700.0023
22	800
23	900.5693
24	1007.098
25	1205.81
26	1200.296
27	1635.926
28	1505.076
