1	-1399.995
2	-1295.273
3	-978.0623
4	-1100
5	-999.9972
6	-900
7	-799.9829
8	-700
9	-600
10	-499.8942
11	-400
12	-296.0832
13	-196.4791
14	-65.42365
15	130.4853
16	206.4275
17	304.774
18	404.6784
19	500.1223
20	600.0194
21	910.7025
22	851.7775
23	900.1163
24	1000
25	1100.936
26	1200
27	1630.332
28	1507.966
