1	-1400
2	-1298.699
3	-507.5096
4	-1067.658
5	-1000
6	-899.9999
7	-790.4417
8	-699.7256
9	-599.8844
10	-499.8835
11	-397.0982
12	-298.8926
13	-200
14	-70.75123
15	118.7363
16	207.0848
17	304.5201
18	404.8775
19	500.0629
20	600.0195
21	703.5236
22	856.9928
23	916.1321
24	1000.009
25	1199.718
26	1200.381
27	1618.015
28	1504.139
