1	-1400
2	-1300
3	-1024,86
4	-888,0326
5	-999,9958
6	-900
7	-800
8	-699,9742
9	-599,4461
10	-499,9015
11	-396,2258
12	-299,9985
13	-200
14	-96,71519
15	100,3123
16	205,3461
17	305,4988
18	405,4569
19	500,1756
20	600,0195
21	910,2265
22	841,1363
23	900,0001
24	1000
25	1184,501
26	1201,754
27	1644,641
28	1400,311
