1	-1400
2	-1295.638
3	-834.6177
4	-1097.988
5	-999.9991
6	-900
7	-799.6433
8	-697.424
9	-599.9921
10	-499.8747
11	-398.7644
12	-300
13	-196.4788
14	-59.89997
15	146.4051
16	207.1146
17	303.7807
18	404.5338
19	500
20	600.0195
21	903.0204
22	841.8824
23	916.6188
24	1000
25	1204.077
26	1200.081
27	1425.116
28	1504.179
